--- output from CoordGen8
Specimen ID 	LM1_X 	LM1_Y 	LM2_X 	LM2_Y 	LM3_X 	LM3_Y 	LM4_X 	LM4_Y 	LM5_X 	LM5_Y 	LM6_X 	LM6_Y 	LM7_X 	LM7_Y 	LM8_X 	LM8_Y 	LM9_X 	LM9_Y 	LM10_X 	LM10_Y 	Centroid_Size
DIPalp2_d_2.jpg	0.0844674	 0.388194	 -0.0730365	 0.392213	 0.00396777	 0.0523064	 0.147061	 0.0901844	 0.0703165	 0.0884014	 0.163427	 -0.283765	 -0.0525633	 0.0893858	 -0.160094	 0.0907267	 -0.190935	 -0.316953	 0.00738905	 -0.590693	 521.072	  
DIPalp2_d_3.jpg	0.0874026	 0.355232	 -0.0970512	 0.359489	 -0.00964382	 -0.0365424	 0.22937	 0.109401	 0.074848	 0.126422	 0.187341	 -0.285644	 -0.0690945	 0.113381	 -0.218458	 0.117556	 -0.170511	 -0.278656	 -0.0142028	 -0.580639	 456.855	  
DIPalp2_d_4.jpg	0.0740212	 0.358673	 -0.0976588	 0.361922	 -0.0192168	 0.0146941	 0.189929	 0.109995	 0.0530873	 0.111767	 0.186413	 -0.296044	 -0.057715	 0.11351	 -0.151098	 0.114514	 -0.161228	 -0.263861	 -0.0165347	 -0.625172	 462.429	  
DIPalp2_d_5.jpg	0.108872	 0.3183	 -0.106244	 0.336905	 -0.00480449	 -0.0871053	 0.232562	 0.133116	 0.095524	 0.143451	 0.205941	 -0.270738	 -0.0924763	 0.135016	 -0.217448	 0.138828	 -0.226248	 -0.294838	 0.00432148	 -0.552933	 425.104	  
DIPalp30_1_d_1.jpg	0.081067	 0.354583	 -0.0744578	 0.365191	 -0.00970001	 0.109094	 0.202399	 0.0800449	 0.0588606	 0.0785177	 0.249528	 -0.296557	 -0.0605413	 0.0792539	 -0.196799	 0.0849186	 -0.247488	 -0.311584	 -0.00286851	 -0.543462	 829.117	  
DIPalp30_1_d_2.jpg	0.0963801	 0.379523	 -0.0800758	 0.388799	 -0.00646439	 0.0805107	 0.215002	 0.0679867	 0.0822076	 0.0667293	 0.19519	 -0.287339	 -0.0858783	 0.0673271	 -0.216018	 0.0782027	 -0.222787	 -0.296847	 0.0224442	 -0.544892	 821.09	  
DIPalp30_1_d_3.jpg	0.0798525	 0.359524	 -0.0976786	 0.36081	 0.00380967	 0.0426089	 0.203788	 0.101402	 0.0704579	 0.0972995	 0.204557	 -0.30198	 -0.0540045	 0.0928797	 -0.1981	 0.106921	 -0.214431	 -0.27809	 0.00174896	 -0.581374	 788.895	  
DIPalp30_1_d_4.jpg	0.0797986	 0.3683	 -0.0901471	 0.370776	 -0.00505032	 0.0508026	 0.196443	 0.102324	 0.0687534	 0.0934913	 0.214188	 -0.294203	 -0.0516184	 0.0924014	 -0.179084	 0.0881855	 -0.217725	 -0.302129	 -0.0155588	 -0.569949	 865.39	  
DIPalp30_1_d_5.jpg	0.0945303	 0.374749	 -0.081432	 0.381225	 0.01748	 0.0191491	 0.204585	 0.0858812	 0.0706276	 0.0859838	 0.195877	 -0.281889	 -0.0691781	 0.091129	 -0.240674	 0.0877857	 -0.203406	 -0.276849	 0.0115912	 -0.567165	 829.162	  
DIPalp31_1_d_1.jpg	0.0973674	 0.3617	 -0.0824306	 0.358782	 0.00727428	 0.0426712	 0.252371	 0.0926609	 0.0845627	 0.0880586	 0.225143	 -0.280191	 -0.0798243	 0.079259	 -0.266847	 0.0673786	 -0.238811	 -0.278316	 0.00119521	 -0.532004	 923.405	  
DIPalp31_1_d_2.jpg	0.0831698	 0.399335	 -0.0814262	 0.400466	 0.0182107	 0.0348768	 0.225	 0.0611174	 0.0655127	 0.0661507	 0.209936	 -0.274616	 -0.0630042	 0.0585967	 -0.222536	 0.0687729	 -0.248957	 -0.291491	 0.0140944	 -0.523209	 777.738	  
DIPalp31_1_d_3.jpg	0.068105	 0.405558	 -0.0776825	 0.4066	 -0.00740597	 0.120248	 0.204428	 0.044114	 0.0483586	 0.0521176	 0.201835	 -0.318633	 -0.0583992	 0.0528807	 -0.184623	 0.0606709	 -0.202049	 -0.289342	 0.00743156	 -0.534214	 871.108	  
DIPalp31_1_d_4.jpg	0.0770832	 0.341878	 -0.0954236	 0.361148	 -0.014003	 0.0389551	 0.251212	 0.0931811	 0.0659352	 0.0949251	 0.251446	 -0.28371	 -0.0576182	 0.0923066	 -0.210042	 0.102565	 -0.249224	 -0.31051	 -0.0193654	 -0.530739	 793.373	  
DIPalp31_1_d_5.jpg	0.100995	 0.358706	 -0.0943587	 0.368895	 0.00419193	 0.0238494	 0.231623	 0.0816998	 0.0759685	 0.081375	 0.247729	 -0.282122	 -0.0746711	 0.0834709	 -0.243829	 0.0970312	 -0.254248	 -0.293815	 0.0065995	 -0.51909	 803.164	  
DIPalp34_2_d_1.jpg	0.107511	 0.349455	 -0.0817412	 0.357803	 0.0217853	 0.038801	 0.221755	 0.0887754	 0.0741615	 0.088788	 0.251481	 -0.277831	 -0.0698612	 0.0911808	 -0.265066	 0.0935779	 -0.25915	 -0.330159	 -0.0008758	 -0.50039	 840.144	  
DIPalp34_2_d_2.jpg	0.0889517	 0.34158	 -0.0838316	 0.351004	 -0.00374784	 0.0420235	 0.222721	 0.116376	 0.0555003	 0.103808	 0.234967	 -0.331438	 -0.056742	 0.105698	 -0.229507	 0.108519	 -0.226124	 -0.317312	 -0.00218722	 -0.520258	 908.794	  
DIPalp34_2_d_3.jpg	0.0919329	 0.347023	 -0.084515	 0.346395	 0.0121097	 0.0877827	 0.239881	 0.0874441	 0.0806288	 0.0769588	 0.262285	 -0.306111	 -0.0777973	 0.0736701	 -0.248359	 0.0745338	 -0.292943	 -0.291426	 0.0167769	 -0.496271	 839.707	  
DIPalp34_2_d_4.jpg	0.093716	 0.340469	 -0.0819793	 0.344479	 0.0124512	 -0.00152432	 0.215571	 0.122698	 0.0789862	 0.112262	 0.228815	 -0.334724	 -0.080862	 0.118791	 -0.241894	 0.117993	 -0.239744	 -0.316305	 0.0149395	 -0.504139	 819.703	  
DIPalp34_2_d_5.jpg	0.0869529	 0.346507	 -0.0735481	 0.349255	 0.00612634	 0.0969681	 0.194118	 0.0852426	 0.0579728	 0.0822582	 0.269281	 -0.306251	 -0.0568772	 0.0810355	 -0.222638	 0.0870642	 -0.279003	 -0.286228	 0.0176159	 -0.535852	 940.667	  
DIPalp5_d_1.jpg	0.0952252	 0.332801	 -0.0875166	 0.333507	 0.0079152	 0.0159785	 0.249907	 0.105661	 0.0596025	 0.103375	 0.236396	 -0.264307	 -0.065761	 0.100839	 -0.260527	 0.116694	 -0.23185	 -0.279111	 -0.00339222	 -0.565438	 662.131	  
DIPalp5_d_2.jpg	0.0786947	 0.308915	 -0.104599	 0.328187	 -0.00823902	 0.0254322	 0.309075	 0.0848477	 0.080799	 0.093263	 0.311895	 -0.27728	 -0.0756069	 0.0914113	 -0.28074	 0.101931	 -0.280823	 -0.284729	 -0.0304556	 -0.471978	 608.562	  
DIPalp5_d_3.jpg	0.0727591	 0.368209	 -0.0796298	 0.366816	 -0.00237779	 0.127522	 0.271163	 0.0443531	 0.0808162	 0.0555944	 0.247537	 -0.282875	 -0.0696204	 0.0478146	 -0.258433	 0.0607571	 -0.261058	 -0.296202	 -0.00115643	 -0.491989	 617.375	  
DIPalp5_d_4.jpg	0.0777362	 0.37125	 -0.0822296	 0.378293	 -0.0081524	 0.111819	 0.251639	 0.0648906	 0.0595922	 0.0638798	 0.214764	 -0.311885	 -0.0670044	 0.0678313	 -0.232472	 0.0818826	 -0.20972	 -0.317709	 -0.00415249	 -0.510251	 718.642	  
DIPalp6_d_1.jpg	0.0945544	 0.368356	 -0.0883449	 0.367427	 -0.00136369	 0.0629471	 0.223885	 0.0801008	 0.0879181	 0.0796868	 0.205453	 -0.274572	 -0.078052	 0.0845252	 -0.228454	 0.0843227	 -0.218316	 -0.291223	 0.00272019	 -0.561571	 831.209	  
DIPalp6_d_2.jpg	0.0984378	 0.330715	 -0.0749727	 0.334048	 -0.00291423	 0.000152768	 0.249454	 0.105926	 0.0760364	 0.106345	 0.254371	 -0.271526	 -0.0813439	 0.10964	 -0.25329	 0.115884	 -0.273287	 -0.3198	 0.00750868	 -0.511384	 686.203	  
DIPalp6_d_3.jpg	0.0741576	 0.313167	 -0.0829336	 0.322837	 0.00724338	 0.0329538	 0.200189	 0.121648	 0.0689209	 0.127246	 0.230553	 -0.272574	 -0.0503582	 0.125897	 -0.194852	 0.138516	 -0.238172	 -0.323185	 -0.0147478	 -0.586505	 806.92	  
DIPalp6_d_4.jpg	0.09836	 0.35798	 -0.08257	 0.364414	 0.0100781	 0.027586	 0.217721	 0.0942424	 0.0627243	 0.0909695	 0.241007	 -0.322373	 -0.0850862	 0.0970926	 -0.256643	 0.0939756	 -0.212814	 -0.276699	 0.00722215	 -0.527188	 845.385	  
DIPalp6_d_5.jpg	0.0900159	 0.350931	 -0.0729222	 0.356155	 -0.00049985	 -0.0140001	 0.184409	 0.127854	 0.0745289	 0.12652	 0.176657	 -0.29222	 -0.0667507	 0.124287	 -0.196006	 0.117106	 -0.194207	 -0.313928	 0.00477456	 -0.582704	 828.314	  
DIPalp8_d_1.jpg	0.0671698	 0.367982	 -0.0757888	 0.371649	 0.0048757	 0.075358	 0.208564	 0.105641	 0.0581183	 0.0942831	 0.166468	 -0.309247	 -0.0577254	 0.0871098	 -0.182226	 0.0984206	 -0.18673	 -0.314389	 -0.00272611	 -0.576808	 985.975	  
DIPalp8_d_2.jpg	0.0779333	 0.363514	 -0.0794257	 0.367402	 0.00847267	 0.0513495	 0.223593	 0.0944024	 0.0669322	 0.0848949	 0.185202	 -0.251462	 -0.0666699	 0.0923127	 -0.205567	 0.0936866	 -0.196711	 -0.297597	 -0.0137599	 -0.598504	 972.003	  
DIPalp8_d_3.jpg	0.0719243	 0.333513	 -0.0703573	 0.335174	 0.0125395	 0.0323968	 0.260538	 0.0925081	 0.0533412	 0.0975321	 0.230106	 -0.25087	 -0.06277	 0.105587	 -0.243789	 0.115756	 -0.256341	 -0.297405	 0.00480857	 -0.564192	 801.297	  
DIPalp8_d_4.jpg	0.076187	 0.354277	 -0.0693524	 0.364096	 0.013162	 0.0118432	 0.216683	 0.110921	 0.0663593	 0.105266	 0.180596	 -0.272149	 -0.0705236	 0.103771	 -0.216279	 0.103581	 -0.201354	 -0.287266	 0.00452217	 -0.594341	 899	  
DIPalp8_d_5.jpg	0.074406	 0.378581	 -0.072018	 0.378368	 0.0108695	 0.060428	 0.222222	 0.0888571	 0.0535036	 0.0827931	 0.187864	 -0.289375	 -0.0657689	 0.0826194	 -0.207344	 0.0824131	 -0.204851	 -0.297705	 0.00111699	 -0.56698	 1031.25	  
DIPalp93_d_1.jpg	0.0792906	 0.301892	 -0.0668979	 0.299408	 0.0178101	 -0.0255353	 0.25447	 0.127593	 0.0787082	 0.126203	 0.252722	 -0.239558	 -0.0773381	 0.124084	 -0.260694	 0.130873	 -0.283911	 -0.282865	 0.0058403	 -0.562095	 506.862	  
DIPalp93_d_2.jpg	0.0846763	 0.324095	 -0.0917183	 0.332013	 -0.0137531	 -0.0211908	 0.243564	 0.123459	 0.0669482	 0.122185	 0.246537	 -0.288644	 -0.0709291	 0.125498	 -0.225528	 0.121855	 -0.225923	 -0.277291	 -0.0138727	 -0.561979	 543.805	  
DIPalp93_d_3.jpg	0.083582	 0.349331	 -0.0710678	 0.350456	 0.00285609	 0.0241059	 0.197374	 0.117548	 0.042664	 0.110425	 0.227396	 -0.290968	 -0.0481089	 0.104899	 -0.206853	 0.110178	 -0.22221	 -0.30007	 -0.00563284	 -0.575905	 484.954	  
DIPalp93_d_4.jpg	0.100904	 0.321077	 -0.0852276	 0.322719	 0.00227722	 -0.0601986	 0.234028	 0.129957	 0.0821686	 0.132199	 0.219061	 -0.274343	 -0.0621759	 0.124777	 -0.260718	 0.135996	 -0.253397	 -0.282606	 0.02308	 -0.549578	 408.44	  
DIPalp93_d_5.jpg	0.0767124	 0.33889	 -0.0738316	 0.340779	 0.0104467	 -0.0138435	 0.244518	 0.105556	 0.0509277	 0.105296	 0.23726	 -0.258673	 -0.0593594	 0.101302	 -0.233778	 0.129033	 -0.261889	 -0.290052	 0.00899353	 -0.558289	 743.91	  
DIPalp94_d_1.jpg	0.0984525	 0.331285	 -0.0747544	 0.337088	 0.0238718	 0.0182432	 0.264508	 0.103782	 0.0963257	 0.088914	 0.272178	 -0.283792	 -0.102075	 0.0849873	 -0.293464	 0.0765837	 -0.302582	 -0.279012	 0.0175396	 -0.478079	 433.38	  
DIPalp94_d_2.jpg	0.0868025	 0.34491	 -0.0763221	 0.344482	 0.0197712	 0.0544977	 0.220934	 0.0910398	 0.0811189	 0.0885547	 0.26858	 -0.304998	 -0.0841298	 0.0902401	 -0.245175	 0.104648	 -0.277955	 -0.32126	 0.0063744	 -0.492115	 472.03	  
DIPalp94_d_3.jpg	0.0863963	 0.332332	 -0.0942026	 0.341328	 -0.00512737	 0.0399082	 0.26806	 0.0721069	 0.0807845	 0.0794131	 0.325125	 -0.307748	 -0.0680378	 0.0751382	 -0.265209	 0.0962801	 -0.324304	 -0.318658	 -0.00348414	 -0.410099	 459.146	  
DIPalp94_d_4.jpg	0.0785988	 0.349066	 -0.0714453	 0.358305	 0.0224906	 0.0324104	 0.233909	 0.081028	 0.0578034	 0.0828347	 0.276093	 -0.310151	 -0.0800615	 0.088543	 -0.262259	 0.109957	 -0.26075	 -0.305828	 0.00562116	 -0.486165	 479.691	  
DIPalp94_d_5.jpg	0.0997307	 0.281811	 -0.0845058	 0.289136	 0.0269532	 -0.0272695	 0.284971	 0.119544	 0.0979491	 0.116213	 0.267393	 -0.272939	 -0.102313	 0.123711	 -0.315815	 0.142035	 -0.301773	 -0.290856	 0.02741	 -0.481385	 374.38	  
DIPalp95_d_1.jpg	0.102514	 0.295116	 -0.113083	 0.309047	 -0.0142018	 -0.0594482	 0.235236	 0.141085	 0.0933575	 0.134177	 0.281983	 -0.266057	 -0.098013	 0.135077	 -0.215625	 0.145098	 -0.236472	 -0.279837	 -0.0356954	 -0.554257	 601.739	  
DIPalp95_d_2.jpg	0.0947001	 0.322287	 -0.086709	 0.341759	 -0.0171613	 -0.0535473	 0.221833	 0.128411	 0.0759162	 0.126415	 0.270922	 -0.28643	 -0.0764847	 0.123228	 -0.209132	 0.128404	 -0.264287	 -0.313494	 -0.00959678	 -0.517032	 625.426	  
